8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	11000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
8	20	0.4	01000001001011100110001110110100111101001
