G2.dat
Random Seed: 1234567899
Number of Runs: 30 Number of Evaluations per Run: 10000
Population Size: 50
# of Parents: 30
# of Children: 15
k Parent: 10
k Survival 10
n for N Point CrossOver: 5
N termination constant: 0
Probability of a bit Flip: 1
Selection Alg: Tournament
Reproduction Alg: Uniform
Surivivor Selection Alg: Tournament
Fitness Function: Constraint
Result Log
Run #: 1
50	-4.8242225806897165	-3.757575757575758
65	-3.445714503980833	-3.292929292929293
80	-3.277204049204055	-3.13
95	-3.150481996514444	-3.0505050505050506
110	-3.059256175021403	-2.96
125	-2.9047605742359424	-2.808080808080808
140	-2.823225207100764	-2.69
155	-2.7488039779663445	-2.68
170	-2.726988355494868	-2.66
185	-2.7016478950307707	-2.64
200	-2.6714512512565176	-2.585858585858586
215	-2.6297701710707795	-2.5510204081632653
230	-2.5583744332501386	-2.48
245	-2.520887005123824	-2.42
260	-2.507117938803137	-2.42
275	-2.503709254501131	-2.42
290	-2.46811554179162	-2.4
305	-2.4538069276680567	-2.39
320	-2.4385985531732213	-2.39
335	-2.4345102916924337	-2.39
350	-2.4231130488559054	-2.39
365	-2.4155766756562036	-2.39
380	-2.410764966730209	-2.39
395	-2.405381148960677	-2.37
410	-2.3916217751277826	-2.33
425	-2.363924988794163	-2.29
440	-2.3407188478560634	-2.29
455	-2.3378864800140478	-2.29
470	-2.3287400580027326	-2.29
485	-2.317492952959363	-2.29
500	-2.3126790810188362	-2.29
515	-2.319830856080626	-2.29
530	-2.322798632176374	-2.25
545	-2.3053608180731	-2.23
560	-2.2897657196697057	-2.23
575	-2.2742672125738763	-2.21
590	-2.2688330450909713	-2.21
605	-2.2651262665578575	-2.21
620	-2.246716883466183	-2.21
635	-2.250315312103492	-2.17
650	-2.225510555511695	-2.17
665	-2.193264189415387	-2.0707070707070705
680	-2.155594293508686	-2.05
695	-2.089284296431616	-1.9898989898989898
710	-2.0336179925843303	-1.9494949494949494
725	-2.1596579644472342	-1.89
740	-2.4625737581281424	-1.8080808080808082
755	-1.8647701321954	-1.7244897959183674
770	-1.8164762164249404	-1.67
785	-2.282009867012005	-1.63
800	-3.0861601622381953	-1.5204081632653061
815	-4.171542710604485	-1.3877551020408163
830	-2.1747105554681156	-1.305263157894737
845	-1.9075034085090496	-1.2173913043478262
860	-1.880316850067795	-1.2173913043478262
875	-2.575786438313267	-1.075268817204301
890	-5.920362957865942	-0.8484848484848485
905	-8.67987561720721	-0.8484848484848485
920	-9.798256510401728	-0.8484848484848485
935	-9.731776705833848	-0.82
950	-8.947734415850064	-0.5858585858585859
965	-8.11761786176514	-0.5858585858585859
980	-6.497454190973484	-0.5
995	-3.865424762138531	-0.38
1010	-4.198075629958323	-0.36
1025	-2.087880811481106	-0.36
1040	-1.5318263038548752	-0.30303030303030304
1055	-1.4079566526829417	-0.30303030303030304
1070	-0.7768611569088738	-0.30303030303030304
1085	-0.5690214388785819	-0.30303030303030304
